3
20 5
 0 54  1 79  2 16  3 66  4 58
 0 83  1  3  2 89  3 58  4 56
 0 15  1 11  2 49  3 31  4 20
 0 71  1 99  2 15  3 68  4 85
 0 77  1 56  2 89  3 78  4 53
 0 36  1 70  2 45  3 91  4 35
 0 53  1 99  2 60  3 13  4 53
 0 38  1 60  2 23  3 59  4 41
 0 27  1  5  2 57  3 49  4 69
 0 87  1 56  2 64  3 85  4 13
 0 76  1  3  2  7  3 85  4 86
 0 91  1 61  2  1  3  9  4 72
 0 14  1 73  2 63  3 39  4  8
 0 29  1 75  2 41  3 41  4 49
 0 12  1 47  2 63  3 56  4 47
 0 77  1 14  2 47  3 40  4 87
 0 32  1 21  2 26  3 54  4 58
 0 87  1 86  2 75  3 77  4 18
 0 68  1  5  2 77  3 51  4 68
 0 94  1 77  2 40  3 31  4 28
20 5
 0 26  1 59  2 78  3 88  4 69
 0 38  1 62  2 90  3 54  4 30
 0 27  1 44  2 64  3 47  4 61
 0 88  1 10  2 49  3 83  4 35
 0 95  1 23  2 47  3 84  4 53
 0 55  1 64  2 20  3  9  4 98
 0 54  1 47  2 61  3 30  4 94
 0 63  1 68  2 93  3 11  4 33
 0 23  1 54  2 36  3 92  4 77
 0 45  1  9  2 47  3 63  4 31
 0 86  1 30  2 70  3 62  4 54
 0 43  1 31  2 54  3 75  4 71
 0 43  1 92  2 87  3 48  4 78
 0 40  1  7  2 13  3 23  4  9
 0 37  1 14  2 40  3 85  4 79
 0 54  1 95  2 34  3 23  4 51
 0 35  1 76  2 55  3  4  4 76
 0 59  1 82  2 13  3 31  4 56
 0 43  1 91  2 11  3 13  4 80
 0 50  1 37  2  5  3 98  4 72
20 5
 0 77  1 39  2 14  3 11  4 83
 0 94  1 31  2 21  3  2  4 13
 0  9  1 46  2 15  3 36  4 84
 0 57  1 18  2 10  3 30  4 46
 0 29  1 93  2 85  3 89  4 20
 0 79  1 58  2 46  3 10  4 33
 0 55  1 85  2 42  3 88  4 74
 0 73  1 58  2 18  3 22  4 42
 0 65  1 97  2 36  3 31  4 33
 0 86  1 10  2  2  3  9  4 71
 0 25  1 79  2 44  3 43  4 32
 0 39  1 93  2 89  3 91  4 48
 0 76  1  2  2  6  3 26  4 42
 0 24  1 87  2  3  3  3  4 99
 0 38  1 17  2  1  3 75  4  7
 0  5  1 18  2 43  3 99  4 54
 0 91  1 10  2 81  3 63  4  8
 0 29  1 50  2 57  3 83  4 73
 0 22  1  8  2 76  3 70  4 30
 0 27  1 26  2 59  3 84  4 75
